address,city,zip,Residence_Addresses_Latitude,Residence_Addresses_Longitude,id
77 Bailey St Dorchester 02124,Dorchester,2124,42.284667,-71.065306,1318
200 Temple ST West Roxbury 02132,West Roxbury,2132,42.283288,-71.166425,1319
10 Thompson Sq Charlestown 02129,Charlestown,2129,,,1320
29 Mystic ST Charlestown 02129,Charlestown,2129,42.38022,-71.06214,1321
136 W Eighth St South Boston 02127,South Boston,2127,,,1322
124 Glendower RD Roslindale 02131,Roslindale,2131,,,1323
126 Leyden St East Boston 02128,East Boston,2128,42.38922,-71.007355,1324
755 Boylston ST Boston 02116,Boston,2116,42.34932,-71.081098,1325
124 Leyden St East Boston 02128,East Boston,2128,,,1326
49 to 49A Linwood St Roxbury 02119,Roxbury,2119,,,1327
609 Adams ST Dorchester 02124,Dorchester,2124,,,1328
121 Salem ST Boston 02113,Boston,2113,42.364531,-71.055355,1329
142 Saint Botolph ST Boston 02115,Boston,2115,42.34337,-71.082287,1330
6 Ruthven ST Dorchester 02121,Dorchester,2121,42.3144,-71.093158,1331
8 Mascoma St Dorchester 02121,Dorchester,2121,,,1332
43 Rosewood ST Mattapan 02126,Mattapan,2126,42.26869,-71.09755,1333
1726 to 1726A River St Hyde Park 02136,Hyde Park,2136,,,1334
117 Baldwin ST Charlestown 02129,Charlestown,2129,42.38348,-71.06896,1335
15 Maywood ST Roxbury 02119,Roxbury,2119,,,1336
29 Saint John ST Jamaica Plain 02130,Jamaica Plain,2130,42.31371,-71.11204,1337
252 to 252A Shawmut AVE Roxbury 02118,Roxbury,2118,,,1338
219 Paris St East Boston 02128,East Boston,2128,,,1339
27 to 29 Isabella ST Boston 02116,Boston,2116,42.34888,-71.0706,1340
4 Holden ROW Charlestown 02129,Charlestown,2129,,,1341
149 H ST South Boston 02127,South Boston,2127,42.33271,-71.04169,1342
4014 Washington ST Roslindale 02131,Roslindale,2131,42.291762,-71.122074,1343
17 Warren Pl Roxbury 02119,Roxbury,2119,,,1344
1395 to 1405 Washington St Roxbury 02118,Roxbury,2118,,,1345
21 Jones Av Dorchester 02124,Dorchester,2124,,,1346
717 American Legion HW Roslindale 02131,Roslindale,2131,,,1347
23 Anthony Rip Valenti Wy Boston 02114,Boston,2114,,,1348
3 Oswald ST Mission Hill 02120,Mission Hill,2120,42.33152,-71.10428,1349
11 Ludlow ST Charlestown 02129,Charlestown,2129,42.379692,-71.067992,1350
25 Everett ST East Boston 02128,East Boston,2128,,,1351
875 to 877 Hyde Park AVE Hyde Park 02136,Hyde Park,2136,,,1352
142 Birch ST Roslindale 02131,Roslindale,2131,,,1353
129 Tremont ST Boston 02108,Boston,2108,,,1354
12 Cataumet ST Jamaica Plain 02130,Jamaica Plain,2130,42.31345,-71.12353,1355
49 Imrie RD Allston 02134,Allston,2134,42.35144,-71.13811,1356
49R Imrie RD Allston 02134,Allston,2134,,,1357
9 Littledale St Roslindale 02131,Roslindale,2131,42.273514,-71.124811,1358
49 Dudley St Roxbury 02119,Roxbury,2119,,,1359
6R Ericsson St Dorchester 02122,Dorchester,2122,,,1360
27 to 29 Kenilworth St Roxbury 02119,Roxbury,2119,,,1361
23 Kenilworth St Roxbury 02119,Roxbury,2119,,,1362
135 William T Morrissey BLVD Dorchester 02127,Dorchester,2127,,,1363
14 to 40 Beach ST Boston 02111,Boston,2111,,,1364
20R Ericsson St Dorchester 02122,Dorchester,2122,,,1365
18R Ericsson ST Dorchester 02122,Dorchester,2122,,,1366
8R Ericsson St Dorchester 02122,Dorchester,2122,,,1367
38 Clarkson St Dorchester 02125,Dorchester,2125,,,1368
29 Bradlee St Dorchester 02124,Dorchester,2124,,,1369
1999 Centre ST West Roxbury 02132,West Roxbury,2132,,,1370
30 Clarkson St Dorchester 02125,Dorchester,2125,,,1371
27 to 29 Browning AV Dorchester 02124,Dorchester,2124,,,1372
63 Waldeck ST Dorchester 02124,Dorchester,2124,,,1373
72 High ST Charlestown 02129,Charlestown,2129,42.376861,-71.064765,1374
7 Rock RD Mattapan 02126,Mattapan,2126,,,1375
32 Taylor St Dorchester 02122,Dorchester,2122,42.286313,-71.040663,1376
6 Yarmouth ST Boston 02116,Boston,2116,42.34553,-71.076516,1377
19 to 21 Cheverus RD Dorchester 02124,Dorchester,2124,42.2922,-71.06336,1378
220 to 230 Columbia RD Dorchester 02121,Dorchester,2121,,,1379
270 W Second St South Boston 02127,South Boston,2127,,,1380
71 Peter Parley RD Jamaica Plain 02130,Jamaica Plain,2130,42.310085,-71.099063,1381
71 to 75 W Broadway South Boston 02127,South Boston,2127,,,1382
43 Monmouth ST East Boston 02128,East Boston,2128,42.379917,-71.037293,1383
186 I ST South Boston 02127,South Boston,2127,42.33185,-71.03969,1384
17 to 19 Barrett Av South Boston 02127,South Boston,2127,42.331218,-71.033586,1385
33 Evergreen St Jamaica Plain 02130,Jamaica Plain,2130,42.324505,-71.110618,1386
35 Upton ST Roxbury 02118,Roxbury,2118,42.34275,-71.07243,1387
33 to 41 Farnsworth St Boston 02210,Boston,2210,,,1388
30R Undine Rd Brighton 02135,Brighton,2135,,,1389
61 Lyndhurst ST Dorchester 02124,Dorchester,2124,,,1390
18 Birchcroft RD Boston 02136,Boston,2136,,,1391
1644 Dorchester AV Dorchester 02122,Dorchester,2122,,,1392
145 N ST South Boston 02127,South Boston,2127,42.33341,-71.03137,1393
41 Williams AVE Hyde Park 02136,Hyde Park,2136,42.249759,-71.11862,1394
73 to 75 Fayston ST Dorchester 02121,Dorchester,2121,42.31227,-71.0761,1395
722 Hyde Park AVE Hyde Park 02131,Hyde Park,2131,42.27566,-71.1194,1396
20 Orchard ST Jamaica Plain 02130,Jamaica Plain,2130,42.30988,-71.12036,1397
8 Glade AVE Jamaica Plain 02130,Jamaica Plain,2130,42.307763,-71.100461,1398
7 City Point Ct South Boston 02127,South Boston,2127,,,1399
92 Waldemar Av East Boston 02128,East Boston,2128,42.39184,-71.0027,1400
104 Waldemar Av East Boston 02128,East Boston,2128,42.39196,-71.00296,1401
231 Everett St East Boston 02128,East Boston,2128,,,1402
9 City Point Ct South Boston 02127,South Boston,2127,,,1403
96 Waldemar Av East Boston 02128,East Boston,2128,42.3919,-71.00283,1404
559R E Fifth ST 1 South Boston 02127,South Boston,2127,,,1405
358 to 360 Athens ST South Boston 02127,South Boston,2127,,,1406
358 to 360 Athens ST South Boston 02127,South Boston,2127,,,1407
211 Endicott ST Boston 02113,Boston,2113,,,1408
38 Wellesley PARK Dorchester 02124,Dorchester,2124,,,1409
95 Barnes AVE East Boston 02128,East Boston,2128,42.385556,-71.001931,1410
36 Colborne Rd Brighton 02135,Brighton,2135,,,1411
40 B St South Boston 02127,South Boston,2127,,,1412
211 W Third ST South Boston 02127,South Boston,2127,,,1413
212 to 214 Old Colony Av South Boston 02127,South Boston,2127,,,1414
40 Soldiers Field Pl Brighton 02135,Brighton,2135,,,1415
4 Cherokee ST Mission Hill 02120,Mission Hill,2120,42.33015,-71.1005,1416
4160 to 4164 Washington ST Roslindale 02131,Roslindale,2131,,,1417
160 Austin ST Hyde Park 02136,Hyde Park,2136,42.264413,-71.125636,1418
5252 to 5270 Washington ST West Roxbury 02132,West Roxbury,2132,,,1419
97 to 101 Newbury St Boston 02116,Boston,2116,,,1420
486 to 490 Bennington ST East Boston 02128,East Boston,2128,,,1421
14 to 16 Lakeville RD Jamaica Plain 02130,Jamaica Plain,2130,42.315994,-71.114741,1422
69 Richview ST Dorchester 02124,Dorchester,2124,42.27767,-71.06072,1423
60 to 64 Hill Top St Dorchester 02124,Dorchester,2124,,,1424
150 M ST South Boston 02127,South Boston,2127,42.33278,-71.03304,1425
325 to 327 Sumner ST East Boston 02128,East Boston,2128,42.367076,-71.036197,1426
230 Washington ST Brighton 02135,Brighton,2135,42.34713,-71.14903,1427
190 Paris ST East Boston 02128,East Boston,2128,,,1428
21 to 23 Greenville ST Roxbury 02119,Roxbury,2119,,,1429
14 Victoria ST Dorchester 02125,Dorchester,2125,42.31557,-71.05837,1430
190R Paris St East Boston 02128,East Boston,2128,,,1431
199 Fuller St Dorchester 02124,Dorchester,2124,,,1432
1759 to 1763 Washington ST Roxbury 02118,Roxbury,2118,,,1433
104 Baker ST West Roxbury 02132,West Roxbury,2132,42.273925,-71.166365,1434
1514R Columbia RD South Boston 02127,South Boston,2127,42.330884,-71.040234,1435
16 Beaufield ST Dorchester 02124,Dorchester,2124,42.28159,-71.05586,1436
73 Webster ST East Boston 02128,East Boston,2128,42.36696,-71.03796,1437
99 Cottage ST East Boston 02128,East Boston,2128,42.36808,-71.03475,1438
24 Parker ST Charlestown 02129,Charlestown,2129,,,1439
131 Neponset Valley Pw Hyde Park 02136,Hyde Park,2136,,,1440
362 Weld ST West Roxbury 02131,West Roxbury,2131,,,1441
15 Montvale ST Roslindale 02131,Roslindale,2131,,,1442
84 W Cottage St Dorchester 02125,Dorchester,2125,,,1443
98 Cresthill Rd Brighton 02135,Brighton,2135,,,1444
157 Theodore Parker RD West Roxbury 02132,West Roxbury,2132,42.29247,-71.15052,1445
85 Mount Pleasant AVE Roxbury 02119,Roxbury,2119,,,1446
229 to 231 Bunker Hill ST Charlestown 02129,Charlestown,2129,,,1447
745 Atlantic AVE Boston 02111,Boston,2111,,,1448
94 Morris St East Boston 02128,East Boston,2128,,,1449
501 Boylston ST Boston 02116,Boston,2116,,,1450
94 Morris St East Boston 02128,East Boston,2128,,,1451
333 Neponset AVE Dorchester 02122,Dorchester,2122,42.28786,-71.04702,1452
92 Theodore Parker Rd West Roxbury 02132,West Roxbury,2132,,,1453
1230 Soldiers Field RD Brighton 02134,Brighton,2134,,,1454
148 Worcester ST Roxbury 02118,Roxbury,2118,42.341068,-71.080142,1455
128 Webster ST East Boston 02128,East Boston,2128,42.366466,-71.036013,1456
102 High ST Charlestown 02129,Charlestown,2129,,,1457
57 Grampian WAY Dorchester 02125,Dorchester,2125,,,1458
9 Sussex St Mission Hill 02120,Mission Hill,2120,,,1459
118R Homes Av Dorchester 02122,Dorchester,2122,,,1460
43 Grampian WAY Dorchester 02125,Dorchester,2125,42.31159,-71.05011,1461
101 Saratoga ST East Boston 02128,East Boston,2128,,,1462
227 to 237 Hanover ST Boston 02113,Boston,2113,,,1463
26 Hawthorne ST Roslindale 02131,Roslindale,2131,42.28403,-71.12644,1464
12 Everett ST Jamaica Plain 02130,Jamaica Plain,2130,,,1465
47 to 48 Snow Hill ST Boston 02113,Boston,2113,,,1466
228 Havre ST East Boston 02128,East Boston,2128,42.375137,-71.036029,1467
80 Poydras ST Mattapan 02126,Mattapan,2126,,,1468
14 Holyoke ST Boston 02116,Boston,2116,42.344488,-71.077935,1469
225 Southampton ST Roxbury 02118,Roxbury,2118,,,1470
14 Holyoke ST Boston 02116,Boston,2116,42.344488,-71.077935,1471
200 Byron ST East Boston 02128,East Boston,2128,,,1472
140 to 144 Harvard AVE Allston 02134,Allston,2134,,,1473
71 Willowwood ST Dorchester 02124,Dorchester,2124,42.28392,-71.086274,1474
18 Prescott ST Hyde Park 02136,Hyde Park,2136,42.23651,-71.13288,1475
99 to 101A Franklin St Allston 02134,Allston,2134,,,1476
27 Whittemore ST West Roxbury 02132,West Roxbury,2132,42.28767,-71.16105,1477
16 Howe ST Dorchester 02125,Dorchester,2125,,,1478
6 Port Norfolk ST Dorchester 02122,Dorchester,2122,,,1479
160 William T Morrissey BL Dorchester 02125,Dorchester,2125,,,1480
132 W Ninth St South Boston 02127,South Boston,2127,,,1481
36 to 46 Main ST Charlestown 02129,Charlestown,2129,,,1482
9 Batchelder ST Dorchester 02125,Dorchester,2125,,,1483
9 Dennison ST Roxbury 02119,Roxbury,2119,42.31789,-71.09307,1484
5 Magnolia PL Dorchester 02125,Dorchester,2125,,,1485
18 Hendry ST Dorchester 02122,Dorchester,2122,42.309349,-71.065254,1486
38 Summer ST Hyde Park 02136,Hyde Park,2136,42.25814,-71.1255,1487
190 to 192 Dudley ST Roxbury 02119,Roxbury,2119,,,1488
333 Freeport ST Dorchester 02122,Dorchester,2122,,,1489
58 Liverpool ST East Boston 02128,East Boston,2128,42.371596,-71.04158,1490
71 Walnut PARK Roxbury 02119,Roxbury,2119,,,1491
76 Brent ST Dorchester 02124,Dorchester,2124,42.29004,-71.06747,1492
15 to 17 Arborough RD Roslindale 02131,Roslindale,2131,42.289333,-71.12842,1493
120 Braintree St Allston 02134,Allston,2134,,,1494
41R Armandine St Dorchester 02124,Dorchester,2124,,,1495
70 Charles ST Boston 02114,Boston,2114,,,1496
110 Tudor St South Boston 02127,South Boston,2127,42.33645,-71.05312,1497
15 Gertrude RD West Roxbury 02132,West Roxbury,2132,42.28032,-71.14942,1498
41 Dorr ST Roxbury 02119,Roxbury,2119,42.326789,-71.090929,1499
41 Armandine ST Dorchester 02124,Dorchester,2124,42.284765,-71.072783,1500
16 Hopkins ST Dorchester 02124,Dorchester,2124,42.28177,-71.08392,1501
200 L ST South Boston 02127,South Boston,2127,42.33137,-71.035,1502
566 E Third ST South Boston 02127,South Boston,2127,,,1503
185 London ST East Boston 02128,East Boston,2128,42.374741,-71.036973,1504
198 Bunker Hill ST Charlestown 02129,Charlestown,2129,,,1505
181 E ST South Boston 02127,South Boston,2127,,,1506
194 to 198 Bunker Hill ST Charlestown 02129,Charlestown,2129,,,1507
222 Princeton St East Boston 02128,East Boston,2128,42.379328,-71.031713,1508
748 E Broadway South Boston 02127,South Boston,2127,,,1509
824 Parker St Mission Hill 02120,Mission Hill,2120,42.32761,-71.09915,1510
486 to 490 Medford St Charlestown 02129,Charlestown,2129,42.383537,-71.068614,1511
41 Cornwall ST Jamaica Plain 02130,Jamaica Plain,2130,42.31211,-71.10382,1512
1544 Dorchester AVE Dorchester 02122,Dorchester,2122,42.297796,-71.060602,1513
43 Pierce ST Hyde Park 02136,Hyde Park,2136,42.25587,-71.11822,1514
60 Church ST Dorchester 02122,Dorchester,2122,42.30885,-71.060304,1515
3 Adamson ST Allston 02134,Allston,2134,42.35839,-71.13671,1516
11 Danville ST West Roxbury 02132,West Roxbury,2132,42.280735,-71.152026,1517
42 W Eagle ST East Boston 02128,East Boston,2128,42.381569,-71.037947,1518
47 Chesbrough RD West Roxbury 02132,West Roxbury,2132,42.281713,-71.166553,1519
119 Saint Botolph ST Boston 02115,Boston,2115,42.344399,-71.081751,1520
61 Montmorenci AVE East Boston 02128,East Boston,2128,42.391315,-71.006633,1521
11 Yuill Ci Hyde Park 02136,Hyde Park,2136,,,1522
1472 Centre ST Roslindale 02131,Roslindale,2131,42.29195,-71.13854,1523
48 to 54 Walter ST Hyde Park 02136,Hyde Park,2136,,,1524
3514 Washington ST Jamaica Plain 02130,Jamaica Plain,2130,,,1525
20 Alameda RD West Roxbury 02132,West Roxbury,2132,42.29209,-71.15464,1526
331 to 335 Border ST East Boston 02128,East Boston,2128,,,1527
247 Saratoga ST East Boston 02128,East Boston,2128,42.37786,-71.03237,1528
254 to 256 Bennington ST East Boston 02128,East Boston,2128,,,1529
5 Parker ST Charlestown 02129,Charlestown,2129,42.383995,-71.078757,1530
26 Tilesboro St Dorchester 02122,Dorchester,2122,,,1531
95 Baxter ST South Boston 02127,South Boston,2127,,,1532
57 to 67 Brookside AV Jamaica Plain 02130,Jamaica Plain,2130,42.312782,-71.104275,1533
20 Gaylord St Dorchester 02124,Dorchester,2124,,,1534
22 Gaylord St Dorchester 02124,Dorchester,2124,,,1535
123 Fisher Av Mission Hill 02120,Mission Hill,2120,,,1536
62 Putnam ST East Boston 02128,East Boston,2128,,,1537
46R High St Charlestown 02129,Charlestown,2129,,,1538
10 Johnston RD Dorchester 02124,Dorchester,2124,42.28712,-71.09121,1539
460 E Seventh ST South Boston 02127,South Boston,2127,,,1540
525 E Broadway South Boston 02127,South Boston,2127,,,1541
46 High ST Charlestown 02129,Charlestown,2129,42.376105,-71.063254,1542
1354A to 1356 Commonwealth AV Allston 02134,Allston,2134,,,1543
284 Maverick St East Boston 02128,East Boston,2128,,,1544
19 Harrison ST Roslindale 02131,Roslindale,2131,42.2877,-71.12047,1545
75R W Milton ST Hyde Park 02136,Hyde Park,2136,,,1546
2034 to 2044 Centre ST West Roxbury 02132,West Roxbury,2132,,,1547
734 to 742 Dudley ST Dorchester 02125,Dorchester,2125,,,1548
1256 to 1262 River ST Hyde Park 02136,Hyde Park,2136,,,1549
18 to 20 Parkman ST Dorchester 02122,Dorchester,2122,42.296804,-71.059694,1550
163 Milton ST Dorchester 02124,Dorchester,2124,42.2809,-71.05127,1551
1741 Commonwealth AVE Brighton 02135,Brighton,2135,,,1552
167 Maverick St East Boston 02128,East Boston,2128,,,1553
165 Milton St Dorchester 02124,Dorchester,2124,,,1554
69 Vincent RD Roslindale 02131,Roslindale,2131,,,1555
594 E Seventh ST South Boston 02127,South Boston,2127,,,1556
207 to 211 Congress ST Boston 02110,Boston,2110,,,1557
9 Farquhar ST Roslindale 02131,Roslindale,2131,42.28909,-71.135076,1558
81 Prince ST Boston 02113,Boston,2113,42.36552,-71.05572,1559
21 Sagamore ST Dorchester 02125,Dorchester,2125,42.31366,-71.05479,1560
295 Webster ST East Boston 02128,East Boston,2128,42.36453,-71.03013,1561
295 Webster ST East Boston 02128,East Boston,2128,42.36453,-71.03013,1562
77 Chestnut ST Boston 02108,Boston,2108,42.35691,-71.07109,1563
4021 to 4025 Washington ST Roslindale 02131,Roslindale,2131,,,1564
219 to 225 Main ST Charlestown 02129,Charlestown,2129,,,1565
60 Blake ST Mattapan 02126,Mattapan,2126,,,1566
26 Spring Garden ST Dorchester 02125,Dorchester,2125,42.31783,-71.05314,1567
4 to 18 Cheney ST Dorchester 02121,Dorchester,2121,,,1568
20 to 28 Cheney St Dorchester 02121,Dorchester,2121,,,1569
12 to 12A Hudson St Boston 02111,Boston,2111,,,1570
3 Schuyler St Dorchester 02121,Dorchester,2121,,,1571
144 to 162 Charles ST Boston 02114,Boston,2114,,,1572
134 Wordsworth ST East Boston 02128,East Boston,2128,42.38334,-71.01454,1573
12 to 22 Farnsworth ST Boston 02210,Boston,2210,,,1574
64 Haynes St East Boston 02128,East Boston,2128,,,1575
88 Leland RD Chestnut Hill 02467,Chestnut Hill,2467,42.298293,-71.143363,1576
15 Canaan ST Mattapan 02126,Mattapan,2126,42.27343,-71.1032,1577
10 Carson ST Dorchester 02125,Dorchester,2125,42.31962,-71.05467,1578
64 Haynes St East Boston 02128,East Boston,2128,,,1579
86 Washington ST Charlestown 02129,Charlestown,2129,,,1580
240 Silver St South Boston 02127,South Boston,2127,42.33721,-71.04919,1581
417 to 423C W Broadway South Boston 02127,South Boston,2127,,,1582
6 Bellaire RD West Roxbury 02132,West Roxbury,2132,42.29128,-71.14338,1583
14B Geneva ST East Boston 02128,East Boston,2128,,,1584
6 to 6A Mendum ST Roslindale 02131,Roslindale,2131,,,1585
92 to 100 Massachusetts AV Boston 02115,Boston,2115,,,1586
112 Pinckney ST Boston 02114,Boston,2114,42.35862,-71.07199,1587
64 Clarkwood ST Mattapan 02126,Mattapan,2126,,,1588
44 Ellery ST South Boston 02127,South Boston,2127,,,1589
329 Gallivan BLVD Dorchester 02124,Dorchester,2124,42.27999,-71.064897,1590
302 to 316 Bowdoin ST Dorchester 02122,Dorchester,2122,,,1591
996 to 998 River ST Hyde Park 02136,Hyde Park,2136,42.26051,-71.11471,1592
34 Sullivan ST Charlestown 02129,Charlestown,2129,42.378488,-71.066208,1593
20 Forest St Roxbury 02119,Roxbury,2119,,,1594
68 Day ST Jamaica Plain 02130,Jamaica Plain,2130,42.324284,-71.108225,1595
18 Cordis ST Charlestown 02129,Charlestown,2129,42.37544,-71.06302,1596
18 Coleus PARK Dorchester 02121,Dorchester,2121,,,1597
345 to 359 Washington ST Brighton 02135,Brighton,2135,,,1598
345 to 359 Washington ST Brighton 02135,Brighton,2135,,,1599
59 Dunboy ST Brighton 02135,Brighton,2135,,,1600
15 Meehan ST Jamaica Plain 02130,Jamaica Plain,2130,,,1601
150 Kneeland ST Boston 02111,Boston,2111,,,1602
125 to 131 Sumner ST East Boston 02128,East Boston,2128,42.3692,-71.04158,1603
154 Terrace ST Mission Hill 02120,Mission Hill,2120,,,1604
49 to 51 Woodbine ST Roxbury 02119,Roxbury,2119,,,1605
210 to 216 Lincoln ST Boston 02111,Boston,2111,42.350059,-71.058545,1606
76 Wyman ST Jamaica Plain 02130,Jamaica Plain,2130,42.320182,-71.104785,1607
6 Ashmont Pk Dorchester 02124,Dorchester,2124,,,1608
27 Greenwich St Dorchester 02122,Dorchester,2122,42.30345,-71.05808,1609
61 to 63 Berkeley ST Boston 02116,Boston,2116,,,1610
84 to 84H Berkeley ST Boston 02116,Boston,2116,,,1611
349 Market ST Brighton 02135,Brighton,2135,42.35125,-71.15251,1612
5 Rice ST Dorchester 02122,Dorchester,2122,,,1613
12 Waumbeck ST Dorchester 02121,Dorchester,2121,,,1614
699 Cummins HWY Mattapan 02126,Mattapan,2126,,,1615
37 to 41 Woodcliff ST Dorchester 02125,Dorchester,2125,,,1616
1187 to 1195 Blue Hill AVE Mattapan 02126,Mattapan,2126,,,1617
654 to 660 E Broadway South Boston 02127,South Boston,2127,,,1618
555 to 561 Metropolitan Av Hyde Park 02136,Hyde Park,2136,,,1619
804 Hyde Park Av Hyde Park 02136,Hyde Park,2136,,,1620
45 Shepard St Brighton 02135,Brighton,2135,,,1621
99 Erie St Dorchester 02121,Dorchester,2121,,,1622
